mssv,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh2,diachi_tinhtp,xeploai,soquyetdinh,ngaycapvb,drl_hk1,drl_hk2,drl_hk3,drl_hk4,drl_hk5,drl_hk6,drl_hk7,drl_hk8,drl_hk9,drl_hk10,diemrl_TB,dtb_hk1,dtb_hk2,dtb_hk3,dtb_hk4,dtb_hk5,dtb_hk6,dtb_hk7,dtb_hk8,dtb_hk9,dtb_hk10,chungchi_av,dtb_toankhoa,dtb_tichluy,sotc_tichluy,sotc_hk1,sotc_hk2,sotc_hk3,sotc_hk4,sotc_hk5,sotc_hk6,sotc_hk7,sotc_hk8,sotc_hk9,sotc_hk10,sotc_daura,hocky_thu,label
7843249EXPvAibaEXe81fV8vPRwD6GjOyqUKsOyG,2000,Nam, Bình Phước, KTPM2019, CNPM, CQUI,2019, D480103, Tỉnh Bình Phước,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.96,8.34,7.55,8.0,8.79,7.64,4.14,-1.0,-1.0,-1.0,1,7.65,8.1,125,17,17,22,16,17,20,16,-1,-1,-1,136,7,1
A08FD73AXPvAibaEXe9J+wD+ah8CNAf8rlD01bc7,2001,Nữ, Ninh Thuận, HTTT2019, HTTT, CQUI,2019, D480104, Ninh Thuận,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.09,8.39,8.46,7.75,8.32,8.55,7.9,-1.0,-1.0,-1.0,0,8.31,8.31,117,15,19,18,8,24,25,8,-1,-1,-1,140,7,1
A0907EC0XPvAibaEXe+iIJOpfrvDw6LhQxaRAJim,2001,Nam, Sóc Trăng, MMTT2019, MMT&TT, CQUI,2019,7480102, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.4,3.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4.94,7.46,37,20,17,-1,-1,-1,-1,-1,-1,-1,-1,121,2,1
77A9AB10XPvAibaEXe+vuDGG5hNDvw5aaXqTSIpI,2001,Nam, Tây Ninh, CNCL2019.2, KTTT, CLC,2019, 7480201_CLCN, Tỉnh Tây Ninh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0,7.01,6.26,7.2,8.46,8.84,7.83,-1.0,-1.0,-1.0,0,7.53,7.53,128,18,21,23,20,16,14,16,-1,-1,-1,121,7,1
77A43185XPvAibaEXe9iepFIQz9mxaUoUXQd0Z2Y,2001,Nam, Nam Định, MMTT2019, MMT&TT, CQUI,2019,7480102, Tỉnh Nam Định,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.88,7.85,7.38,8.62,9.18,8.12,8.28,-1.0,-1.0,-1.0,0,8.32,8.32,122,16,19,18,19,18,20,12,-1,-1,-1,121,7,1
77867E07XPvAibaEXe9J+wD+ah8CNEQvj21ZhzAv,2001,Nữ, An Giang, CTTT2019.1, HTTT, CTTT,2019, D480104, Tỉnh An Giang,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.96,6.68,6.26,6.15,7.1,6.08,6.66,-1.0,-1.0,-1.0,0,6.4,6.45,102,7,13,20,20,6,20,16,-1,-1,-1,121,7,1
77658221XPvAibaEXe8Vzfjn3dDTTztaNiicNoDI,2001,Nam, Nghệ An, ATTT2019, MMT&TT, CQUI,2019, D480299, Huyện Di Linh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.9,7.38,7.5,8.2,8.66,8.08,7.47,-1.0,-1.0,-1.0,0,7.95,7.95,128,20,19,23,22,19,15,10,-1,-1,-1,131,7,1
A0FD85C9XPvAibaEXe+55g1kTuqhA4a99o9YI5xI,2001,Nam, Khánh Hòa, CTTT2019.2, HTTT, CTTT,2019, D480104, Tỉnh Khánh Hòa,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.26,6.22,5.87,7.37,8.15,7.1,6.91,7.14,-1.0,-1.0,0,6.89,6.89,117,7,13,19,18,6,20,16,18,-1,-1,121,8,0
775A6DD6XPvAibaEXe8NShKJ2y7VAtGYvmx5yMl0,2001,Nữ, Lâm Đồng, ATTN2019, MMT&TT, KSTN,2019, D480299, Huyện Đức Trọng,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.93,8.36,8.11,8.08,8.18,7.94,8.51,-1.0,-1.0,-1.0,0,8.14,8.14,113,16,21,18,16,19,15,8,-1,-1,-1,121,7,1
772227F1XPvAibaEXe9UjnPPEYi4UX3ecZSJtG3q,2001,Nam, Tây Ninh, KHCL2019.3, KHMT, CLC,2019, D480101, Tỉnh Tây Ninh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.03,0.21,7.11,7.65,7.86,7.7,7.35,-1.0,-1.0,-1.0,0,6.97,7.57,153,17,21,23,21,24,24,23,-1,-1,-1,121,7,1
772208D6XPvAibaEXe92/FvKjToSofxvhlm3nIl6,2001,Nam, Bình Định, CNTT2019, KTTT, CQUI,2019, D480201, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.67,3.68,5.34,4.66,7.48,8.2,7.22,-1.0,-1.0,-1.0,0,7.06,7.25,129,16,21,19,16,18,19,20,-1,-1,-1,125,7,1
A142D484XPvAibaEXe+55g1kTuqhA8LINu/LMym4,1992,Nam, Gia Lai, KTMT2019, KTMT, CQUI,2019, D520214, Tỉnh Hòa Bình,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.16,0.99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1.99,5.0,37,17,20,-1,-1,-1,-1,-1,-1,-1,-1,156,2,1
76E64AD7XPvAibaEXe8cyAoRoKB5PRioWIHNF5Xx,2001,Nam, Quảng Ngãi, ATCL2019.2, MMT&TT, CLC,2019, D480299, Tỉnh Long An,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.58,9.08,8.16,8.86,8.59,7.7,8.14,-1.0,-1.0,-1.0,0,8.49,8.49,112,16,21,18,15,16,12,14,-1,-1,-1,121,7,1
A152DBF7XPvAibaEXe+s9Ax3cH11abdcfywUvfJu,2001,Nam, Thành phố Hồ Chí Minh, MMCL2019.1, MMT&TT, CLC,2019,7480102, Tỉnh Bình Thuận,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.83,1.97,3.49,6.27,6.12,3.21,3.77,-1.0,-1.0,-1.0,0,4.28,6.11,108,16,19,14,6,19,16,18,-1,-1,-1,121,7,1
A15ECD7BXPvAibaEXe+Dzz08DYrYWevCepZfGE5n,2001,Nam, Khánh Hòa, PMCL2019.1, CNPM, CLC,2019, D480103, Tỉnh Khánh Hòa,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.84,9.24,8.53,8.52,8.6,7.87,7.87,0.0,-1.0,-1.0,0,8.56,8.56,129,19,19,21,20,23,15,12,0,-1,-1,121,7,1
78A4BCD2XPvAibaEXe/+5dmtHXoxmpSuEW57nevC,2001,Nam, Kiên Giang, ATCL2019.2, MMT&TT, CLC,2019, D480299, Tỉnh Kiên Giang,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.94,7.83,7.78,8.68,8.0,8.31,8.07,8.31,0.0,-1.0,1,8.23,8.23,131,16,21,20,14,4,24,15,17,0,-1,121,8,1
9D8F880EXPvAibaEXe8bVXYGG8kdZbRgLyH0k8g7,2001,Nam, Hà Tĩnh, CTTT2019.2, HTTT, CTTT,2019, D480104, Tỉnh Hà Tĩnh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.39,3.52,4.7,4.6,1.1,-1.0,-1.0,-1.0,-1.0,-1.0,0,3.94,6.08,59,7,13,17,6,16,-1,-1,-1,-1,-1,121,5,1
7B7F993CXPvAibaEXe++B0JyCbXA1DLReLiuwrPr,2001,Nữ, Đồng Nai, CNCL2019.2, KTTT, CLC,2019, 7480201_CLCN, Tỉnh Đồng Nai,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.36,6.47,6.52,7.44,8.39,8.34,8.29,-1.0,-1.0,-1.0,0,7.52,7.52,128,18,23,23,19,17,14,14,-1,-1,-1,121,7,1
7B95A5C9XPvAibaEXe++P1Ki321T8Vj7DrzEq3Bh,2001,Nam, Thành phố Hồ Chí Minh, KHCL2019.2, KHMT, CLC,2019, D480101, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.86,0.0,7.83,3.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,6.48,7.96,51,17,0,19,15,-1,-1,-1,-1,-1,-1,121,4,1
999263ACXPvAibaEXe/R8wKTWV7vqmOtOEaycDAf,2001,Nam, Bình Phước, HTTT2019, HTTT, CQUI,2019, D480104, Tỉnh Bình Phước,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.98,3.35,2.74,4.64,5.22,5.82,-1.0,-1.0,-1.0,-1.0,0,5.1,6.34,119,19,19,18,20,24,19,-1,-1,-1,-1,140,6,1
80CDDDF4XPvAibaEXe8zi/ZLIzSiuMk6tTI8ZBuE,2001,Nam, Bắc Giang, CTTT2019.1, HTTT, CTTT,2019, D480104, Huyện Hiệp Hòa,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.7,6.42,5.56,5.14,5.95,5.78,6.0,5.6,6.8,-1.0,0,6.09,6.44,124,7,13,22,18,6,20,21,4,13,-1,121,9,0
80692E45XPvAibaEXe90z1QOLCQ2gjBkqNlXi1hC,2001,Nam, Trà Vinh, KTPM2019, CNPM, CQUI,2019, D480103, Tỉnh Trà Vinh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.94,8.17,8.2,8.71,7.63,7.19,6.41,-1.0,-1.0,-1.0,0,7.85,8.14,114,17,17,23,7,18,16,16,-1,-1,-1,136,7,1
80472CCEXPvAibaEXe828ep1J4avvCZOk1++39jR,2001,Nam, Thành phố Hồ Chí Minh, CNCL2019.1, KTTT, CLC,2019, 7480201_CLCN, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.94,2.73,5.24,6.4,7.61,7.44,5.91,-1.0,-1.0,-1.0,0,6.4,6.72,122,18,23,16,14,18,14,19,-1,-1,-1,121,7,1
803CD5A5XPvAibaEXe/RBAYWwu4rYPCE5IwuQFlQ,2001,Nữ, Gia Lai, ATCL2019.1, MMT&TT, CLC,2019, D480299, Tỉnh Gia Lai,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.17,6.54,5.8,7.62,7.63,7.03,6.6,-1.0,-1.0,-1.0,0,6.97,7.27,126,20,17,17,16,20,18,18,-1,-1,-1,121,7,1
9A252138XPvAibaEXe+23cTkF8qTDwOXkV65zBwE,2001,Nam, Lâm Đồng, MMCL2019.2, MMT&TT, CLC,2019,7480102, Tỉnh Lâm Đồng,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.26,2.11,3.56,5.21,5.43,4.68,3.2,-1.0,-1.0,-1.0,0,4.58,6.25,107,16,19,18,7,21,20,6,-1,-1,-1,121,7,1
80E84091XPvAibaEXe8NM1/5chXJml1eQF65VZ4R,2001,Nam, Thanh Hóa, KHDL2019, KTTT, CQUI,2019,7480109, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.84,8.61,8.23,9.36,8.8,8.97,10.0,-1.0,-1.0,-1.0,1,8.89,8.89,112,13,20,19,18,20,12,10,-1,-1,-1,121,7,1
7FD4DF6CXPvAibaEXe8+b4756rik/vD1ZpXUUCGL,2001,Nữ, Quảng Ngãi, CNCL2019.1, KTTT, CLC,2019, 7480201_CLCN, Tỉnh Quảng Ngãi,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.32,7.77,7.71,8.05,7.91,8.16,7.86,-1.0,-1.0,-1.0,0,7.8,7.8,124,18,23,23,15,16,14,15,-1,-1,-1,121,7,1
7F4DBF67XPvAibaEXe815EPCWwbvwaQx27BUTx8v,2001,Nam, Cà Mau, MMCL2019.2, MMT&TT, CLC,2019,7480102, Huyện Đầm Dơi,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.49,3.92,4.51,5.64,6.74,5.63,6.4,0.0,-1.0,-1.0,0,5.14,6.65,120,16,21,15,7,17,24,8,12,-1,-1,121,8,0
7F3308CDXPvAibaEXe9m0F2yptF5U3+Xt7oHwKvK,2001,Nam, Bình Phước, KTPM2019, CNPM, CQUI,2019, D480103, Huyện Bù Đăng,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.19,8.19,7.07,7.08,8.19,7.71,8.3,-1.0,-1.0,-1.0,0,7.81,7.81,133,17,15,22,16,22,21,20,-1,-1,-1,136,7,1
7F21D7CBXPvAibaEXe/YaY6MZEJIi92GLOnymj9G,2001,Nam, Thành phố Đà Nẵng, CNTT2019, KTTT, CQUI,2019, D480201, Thành phố Đà Nẵng,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.61,7.83,8.07,8.41,8.05,8.55,8.13,-1.0,-1.0,-1.0,0,8.08,8.08,126,20,19,19,19,19,16,14,-1,-1,-1,125,7,1
9AC7300DXPvAibaEXe9UjnPPEYi4UYL4Pmjsy8Gh,2001,Nam, Bình Định, PMCL2019.3, CNPM, CLC,2019, D480103, Tỉnh Bình Định,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.48,8.51,7.87,7.82,8.33,7.99,8.48,-1.0,-1.0,-1.0,0,8.2,8.2,118,15,19,23,16,16,14,15,-1,-1,-1,121,7,1
9ACBF3BDXPvAibaEXe/6ZvTfN5IKcpoos0vXcDWI,2001,Nam, Thành phố Hồ Chí Minh, MMTT2019, MMT&TT, CQUI,2019,7480102, Đắk Nông,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.41,5.36,5.41,7.8,7.59,6.17,6.3,6.57,-1.0,-1.0,0,6.79,6.95,114,16,17,22,7,22,19,4,7,-1,-1,121,8,0
7ED37754XPvAibaEXe/+5dmtHXoxmj/0FHjPeT68,2001,Nam, Đồng Nai, PMCL2019.3, CNPM, CLC,2019, D480103, Tỉnh Đồng Nai,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.9,9.05,7.87,7.84,7.61,8.55,8.48,0.0,-1.0,-1.0,0,8.27,8.27,146,17,20,26,25,21,19,18,0,-1,-1,121,7,1
9A825235XPvAibaEXe9zVZKaStZ09O1cfnd4zC+Z,2001,Nam, Cần Thơ, KHCL2019.2, KHMT, CLC,2019, D480101, Thành phố Cần Thơ,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.73,7.74,7.78,8.53,8.5,9.05,-1.0,-1.0,-1.0,-1.0,0,8.33,8.33,119,17,22,24,24,16,16,-1,-1,-1,-1,121,6,1
999040BBXPvAibaEXe9dgf/EzU6ZBcY3SyXuBME6,2001,Nữ, Bình Dương, MMCL2019.1, MMT&TT, CLC,2019,7480102, Thị xã Dĩ An,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.34,6.2,5.94,6.98,6.67,3.0,3.5,-1.0,-1.0,-1.0,0,5.73,6.55,124,20,23,17,15,19,15,15,-1,-1,-1,121,7,1
997DDE02XPvAibaEXe+s9Ax3cH11aWrp8+jbE0hj,2001,Nam, Đắk Lắk, KHCL2019.2, KHMT, CLC,2019, D480101, Tỉnh Đắk Lắk,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.19,6.8,6.82,8.34,8.32,8.53,-1.0,-1.0,-1.0,-1.0,0,7.67,7.67,121,17,19,23,24,19,19,-1,-1,-1,-1,121,6,1
997D21EFXPvAibaEXe8+b4756rik/hSNjcPRe2OU,2001,Nam, Gia Lai, MTCL2019.1, KTMT, CLC,2019, D520214, Tỉnh Gia Lai,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.17,7.25,5.5,7.23,7.85,7.94,8.85,-1.0,-1.0,-1.0,0,7.73,7.73,135,15,16,22,16,22,23,21,-1,-1,-1,121,7,1
81BED50DXPvAibaEXe/3SQynmW7eujPXqTOowx88,2001,Nam, Gia Lai, PMCL2019.1, CNPM, CLC,2019, D480103, Tỉnh Gia Lai,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.57,7.2,6.88,6.31,8.4,7.8,6.23,-1.0,-1.0,-1.0,0,7.21,7.56,130,19,19,16,14,22,20,20,-1,-1,-1,121,7,1
81BE3282XPvAibaEXe9nP2x7vQNdVaaOHJLE3RS8,2001,Nữ, Bến Tre, CNCL2019.3, KTTT, CLC,2019, 7480201_CLCN, Huyện Giồng Trôm,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,1,1
81A16E02XPvAibaEXe98rLBMbW9WWZYzqql2Y9VW,2001,Nam, Thành phố Hồ Chí Minh, KHMT2019, KHMT, CQUI,2019, D480101, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.02,1.83,5.1,5.1,3.08,0.43,0.53,-1.0,-1.0,-1.0,0,3.76,6.47,117,17,20,18,24,16,13,9,-1,-1,-1,126,7,1
989D5F40XPvAibaEXe+Pxorfe/k8CXZj6BvxcBD7,2001,Nam, Thành phố Hồ Chí Minh, KHCL2019.1, KHMT, CLC,2019, D480101, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.68,6.29,7.19,7.9,8.55,7.7,-1.0,-1.0,-1.0,-1.0,1,7.53,7.53,122,19,20,16,20,24,23,-1,-1,-1,-1,121,6,1
98CD29B5XPvAibaEXe9FHRfjQvHQkRmfxe6tlKsg,2001,Nam, Đắk Lắk, ATTT2019, MMT&TT, CQUI,2019, D480299, Tỉnh Đắk Lắk,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.27,8.18,7.12,9.01,9.02,7.6,8.67,-1.0,-1.0,-1.0,0,8.4,8.4,115,16,23,17,18,19,15,7,-1,-1,-1,131,7,1
815B148DXPvAibaEXe+P3P+fEFRIWNoPQoF+Ga0u,2001,Nữ, Đồng Nai, CTTT2019.2, HTTT, CTTT,2019, D480104, Tỉnh Đồng Nai,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.79,6.58,6.37,7.26,6.6,6.63,6.56,7.44,-1.0,-1.0,0,6.79,6.79,115,7,13,19,18,6,20,16,16,-1,-1,121,8,0
98E41921XPvAibaEXe/mDljlbns7jTGo/RiSGy3r,2001,Nam, Cà Mau, PMCL2019.3, CNPM, CLC,2019, D480103, Tỉnh Bình Dương,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.0,9.28,8.29,6.22,7.52,7.14,6.46,-1.0,-1.0,-1.0,0,7.96,8.3,124,19,19,22,17,21,14,12,-1,-1,-1,121,7,1
814DECDCXPvAibaEXe++P1Ki321T8SRYTMMR57OU,2001,Nam, Quảng Trị, ATCL2019.2, MMT&TT, CLC,2019, D480299, Tỉnh Quảng Trị,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.11,8.36,7.54,7.72,7.49,6.48,7.1,-1.0,-1.0,-1.0,0,7.57,7.57,126,16,19,21,19,20,15,16,-1,-1,-1,121,7,1
99092200XPvAibaEXe9OPLPOPVklDFoc2adYJo3E,2001,Nam, Thành phố Hồ Chí Minh, HTTT2019, HTTT, CQUI,2019, D480104, Tỉnh Trà Vinh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.74,7.91,7.62,7.67,8.06,8.1,7.63,-1.0,-1.0,-1.0,0,7.71,7.71,140,15,15,23,22,22,23,20,-1,-1,-1,140,7,1
814CBB93XPvAibaEXe+3IeSFe/CqDEOSeHkU3kcM,2001,Nam, Thành phố Hồ Chí Minh, TMCL2019.2, HTTT, CLC,2019, D52480104, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.18,5.62,7.03,7.32,7.87,7.38,7.38,-1.0,-1.0,-1.0,1,7.43,7.43,130,19,22,22,21,18,19,9,-1,-1,-1,121,7,1
812C5E9FXPvAibaEXe+WdrMfsV/1fVw27FKbS506,2001,Nữ, Đắk Lắk, KTMT2019, KTMT, CQUI,2019, D520214, Tỉnh Đắk Nông,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.53,9.13,9.01,8.32,8.86,8.59,9.1,-1.0,-1.0,-1.0,0,8.77,8.88,124,21,16,21,20,16,16,14,-1,-1,-1,156,7,0
812238A2XPvAibaEXe+b6DqXDWl+uzrJYr/xvDdP,2001,Nam, Bình Định, HTCL2019.2, HTTT, CLC,2019, D480104, Tỉnh Bình Định,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.88,7.04,7.03,6.42,7.43,7.85,6.76,-1.0,-1.0,-1.0,0,7.04,7.11,131,19,21,19,20,18,16,18,-1,-1,-1,121,7,1
994397A9XPvAibaEXe+8xcWrHsA1KkXcaNCHTYeY,2001,Nam, Thành phố Hồ Chí Minh, CNCL2019.2, KTTT, CLC,2019, 7480201_CLCN, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.91,6.54,8.19,8.03,7.68,8.85,7.64,-1.0,-1.0,-1.0,0,8.09,8.09,126,18,18,21,16,17,16,20,-1,-1,-1,121,7,1
8107C15DXPvAibaEXe/W1ZBpbjj8QUeviTscoYLJ,2001,Nam, Thành phố Hồ Chí Minh, KHCL2019.1, KHMT, CLC,2019, D480101, Quận 12,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.8,8.65,7.96,8.76,9.5,8.48,9.01,-1.0,-1.0,-1.0,0,8.72,8.72,141,17,23,24,24,23,16,14,-1,-1,-1,121,7,1
80FA0ECEXPvAibaEXe/KP8Z+xE/sY+uEu3Ciph7N,2001,Nam, Phú Yên, KHMT2019, KHMT, CQUI,2019, D480101, Tỉnh Phú Yên,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.31,8.43,7.73,8.19,7.72,7.73,-1.0,-1.0,-1.0,-1.0,1,8.03,8.03,121,17,22,20,24,20,18,-1,-1,-1,-1,126,6,1
7E8E6269XPvAibaEXe+Bn/Kbq8h84OsrwaWP9SkQ,2001,Nữ, Thành phố Hồ Chí Minh, KTMT2019, KTMT, CQUI,2019, D520214, Quận 9,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.31,8.85,8.32,8.83,9.1,8.36,7.67,-1.0,-1.0,-1.0,0,8.66,8.66,115,17,16,16,20,16,16,14,-1,-1,-1,156,7,0
7E45D210XPvAibaEXe+jQfayvnobXrfuQgDj3ICI,2001,Nam, Khánh Hòa, KTPM2019, CNPM, CQUI,2019, D480103, Tỉnh Khánh Hòa,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.39,8.38,6.96,8.5,8.08,8.35,7.41,-1.0,-1.0,-1.0,0,7.93,8.11,132,17,16,22,7,24,24,22,-1,-1,-1,136,7,1
7E43EE56XPvAibaEXe9zVZKaStZ09At3tK6+Anzb,2001,Nam, Gia Lai, MTCL2019.2, KTMT, CLC,2019, D520214, Tỉnh Gia Lai,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.91,4.65,5.99,4.33,1.87,4.68,-1.0,-1.0,-1.0,-1.0,0,5.33,6.71,110,17,16,23,20,18,16,-1,-1,-1,-1,121,6,1
9B2EE136XPvAibaEXe/X5qOvA9deFWAv7YB0HYtm,2001,Nữ, Vĩnh Long, TMCL2019.2, HTTT, CLC,2019, D52480104, Tỉnh Vĩnh Long,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.35,6.95,6.32,7.77,7.91,7.14,7.85,0.0,-1.0,-1.0,0,7.61,7.61,122,13,22,21,18,14,19,15,0,-1,-1,121,7,1
9CB4BE25XPvAibaEXe95BgJyC1XgNXXkNOrClFn/,2001,Nữ, Phú Yên, KHMT2019, KHMT, CQUI,2019, D480101, Tỉnh Phú Yên,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.21,7.02,7.6,7.86,8.44,8.55,8.5,-1.0,-1.0,-1.0,0,7.93,7.93,127,17,21,23,24,18,16,8,-1,-1,-1,126,7,1
7C9F0AE3XPvAibaEXe+boSxJoV2lkKRU+wZuskzO,2001,Nam, Quảng Nam, KHTN2019, KHMT, CNTN,2019, D480101, Tỉnh Quảng Nam,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.28,9.07,8.34,8.72,9.18,8.67,8.7,-1.0,-1.0,-1.0,0,8.81,8.81,137,15,23,23,30,21,15,10,-1,-1,-1,121,7,1
7C9CD828XPvAibaEXe8REVTdmhazkb8qvR1W2D1z,2001,Nam, Đắk Lắk, TMCL2019.1, HTTT, CLC,2019, D52480104, Tỉnh Đắk Lắk,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.75,6.98,6.78,7.87,8.02,7.0,6.78,-1.0,-1.0,-1.0,0,7.3,7.3,127,17,22,20,18,17,19,14,-1,-1,-1,121,7,1
7C9633C1XPvAibaEXe+Pxorfe/k8CeiGwe0M3hxg,2001,Nam, Đắk Lắk, CTTT2019.1, HTTT, CTTT,2019, D480104, Tỉnh Đắk Lắk,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.14,6.49,5.38,5.58,6.9,6.14,6.23,5.0,5.69,-1.0,0,6.01,6.26,119,7,13,17,20,6,20,16,4,16,-1,121,9,0
9CE4F051XPvAibaEXe+Bn/Kbq8h84DwNhItH3scO,2001,Nam, Bà Rịa - Vũng Tàu, KHTN2019, KHMT, CNTN,2019, D480101, Tỉnh Bà Rịa - Vũng Tàu,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.52,9.4,9.56,9.55,9.55,9.02,9.8,-1.0,-1.0,-1.0,0,9.52,9.52,124,17,22,26,22,22,5,10,-1,-1,-1,121,7,1
9CEE9B1FXPvAibaEXe/mDljlbns7jYi6W6uei3rB,2001,Nam, Hà Tĩnh, CNCL2019.3, KTTT, CLC,2019, 7480201_CLCN, Tỉnh Hà Tĩnh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.67,3.96,5.68,6.66,7.5,7.02,5.0,4.09,-1.0,-1.0,0,6.28,6.83,135,18,23,18,19,23,17,4,13,-1,-1,121,8,0
9CF7513CXPvAibaEXe8JhJ4J3nSSlxGVuJhy65uf,2001,Nữ, Bình Định, HTCL2019.1, HTTT, CLC,2019, D480104, Bình Định,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.8,7.53,6.81,7.62,8.0,8.28,8.79,7.83,-1.0,-1.0,0,7.83,7.83,127,15,17,17,21,4,19,19,15,-1,-1,121,8,0
